220,19,0.96,3
221,20,1.05,3
222,21,0.93,3
223,22,0.93,3
224,23,0.86,3
225,24,1.13,3
226,25,0.94,3
227,26,0.99,3
228,27,0.89,3
229,28,1.02,3
230,29,0.97,3
231,30,0.89,3
232,31,0.94,3
233,32,0.84,3
234,33,1.06,3
235,34,0.90,3
236,35,1.06,3
237,36,1.03,3
238,37,0.94,3
239,38,0.95,3
240,39,0.86,3
241,40,1.18,3
242,41,1.16,3
243,42,1.19,3
244,43,1.05,3
245,44,0.86,3
246,45,0.84,3
247,46,1.11,3
248,47,1.14,3
249,48,0.82,3
250,49,0.99,3
251,50,1.12,3
252,51,0.92,3
253,52,0.80,3
254,53,0.93,3
255,54,0.83,3
256,55,0.96,3
257,56,1.18,3
258,57,1.17,3
259,58,0.91,3
260,59,1.19,3
261,60,1.13,3
262,61,1.12,3
263,62,0.89,3
264,63,0.85,3
265,64,1.04,3
266,65,0.95,3
267,66,1.17,3
268,67,1.03,3
269,68,0.83,3
270,69,0.92,3
271,70,1.02,3
272,71,0.81,3
273,72,1.12,3
274,73,0.99,3
275,74,0.98,3
276,75,1.09,3
277,76,0.93,3
278,77,1.08,3
279,78,0.80,3
280,79,1.09,3
281,80,1.03,3
282,81,1.04,3
283,82,0.87,3
284,83,0.83,3
285,84,1.05,3
286,85,1.17,3
287,86,0.93,3
288,87,1.10,3
289,88,1.02,3
290,89,1.14,3
291,90,1.08,3
292,91,1.05,3
293,92,0.82,3
294,93,0.96,3
295,94,0.92,3
296,95,0.86,3
297,96,1.07,3
298,97,1.13,3
299,98,0.80,3
300,99,1.11,3
301,0,1.09,4
302,1,0.92,4
303,2,0.84,4
304,3,0.85,4
305,4,0.94,4
306,5,0.93,4
307,6,0.82,4
308,7,1.11,4
309,8,1.03,4
310,9,1.14,4
311,10,1.10,4
312,11,0.82,4
313,12,0.89,4
314,13,0.94,4
315,14,1.19,4
316,15,0.85,4
317,16,0.95,4
318,17,0.88,4
319,18,1.06,4
320,19,0.96,4
321,20,1.05,4
322,21,0.93,4
323,22,0.93,4
324,23,0.86,4
325,24,1.13,4
326,25,0.94,4
327,26,0.99,4
328,27,0.89,4
329,28,1.02,4
330,29,0.97,4
331,30,0.89,4
332,31,0.94,4
333,32,0.84,4
334,33,1.06,4
335,34,0.90,4
336,35,1.06,4
337,36,1.03,4
338,37,0.94,4
339,38,0.95,4
340,39,0.86,4
341,40,1.18,4
342,41,1.16,4
343,42,1.19,4
344,43,1.05,4
345,44,0.86,4
346,45,0.84,4
347,46,1.11,4
348,47,1.14,4
349,48,0.82,4
350,49,0.99,4
351,50,1.12,4
352,51,0.92,4
353,52,0.80,4
354,53,0.93,4
355,54,0.83,4
356,55,0.96,4
357,56,1.18,4
358,57,1.17,4
359,58,0.91,4
360,59,1.19,4
361,60,1.13,4
362,61,1.12,4
363,62,0.89,4
364,63,0.85,4
365,64,1.04,4
366,65,0.95,4
367,66,1.17,4
368,67,1.03,4
369,68,0.83,4
370,69,0.92,4
371,70,1.02,4
372,71,0.81,4
373,72,1.12,4
374,73,0.99,4
375,74,0.98,4
376,75,1.09,4
377,76,0.93,4
378,77,1.08,4
379,78,0.80,4
380,79,1.09,4
381,80,1.03,4
382,81,1.04,4
383,82,0.87,4
384,83,0.83,4
385,84,1.05,4
386,85,1.17,4
387,86,0.93,4
388,87,1.10,4
389,88,1.02,4
390,89,1.14,4
391,90,1.08,4
392,91,1.05,4
393,92,0.82,4
394,93,0.96,4
395,94,0.92,4
396,95,0.86,4
397,96,1.07,4
398,97,1.13,4
399,98,0.80,4
400,99,1.11,4
401,0,1.09,5
402,1,0.92,5
403,2,0.84,5
404,3,0.85,5
405,4,0.94,5
406,5,0.93,5
407,6,0.82,5
408,7,1.11,5
409,8,1.03,5
410,9,1.14,5
411,10,1.10,5
412,11,0.82,5
413,12,0.89,5
414,13,0.94,5
415,14,1.19,5
416,15,0.85,5
417,16,0.95,5
418,17,0.88,5
419,18,1.06,5
420,19,0.96,5
421,20,1.05,5
422,21,0.93,5
423,22,0.93,5
424,23,0.86,5
425,24,1.13,5
426,25,0.94,5
427,26,0.99,5
428,27,0.89,5
429,28,1.02,5
430,29,0.97,5
431,30,0.89,5
432,31,0.94,5
433,32,0.84,5
434,33,1.06,5
435,34,0.90,5
436,35,1.06,5
437,36,1.03,5
438,37,0.94,5
439,38,0.95,5
440,39,0.86,5
441,40,1.18,5
442,41,1.16,5
443,42,1.19,5
444,43,1.05,5
445,44,0.86,5
446,45,0.84,5
447,46,1.11,5
448,47,1.14,5
449,48,0.82,5
450,49,0.99,5
451,50,1.12,5
452,51,0.92,5
453,52,0.80,5
454,53,0.93,5
455,54,0.83,5
456,55,0.96,5
457,56,1.18,5
458,57,1.17,5
459,58,0.91,5
460,59,1.19,5
461,60,1.13,5
462,61,1.12,5
463,62,0.89,5
464,63,0.85,5
465,64,1.04,5
466,65,0.95,5
467,66,1.17,5
468,67,1.03,5
469,68,0.83,5
470,69,0.92,5
471,70,1.02,5
472,71,0.81,5
473,72,1.12,5
474,73,0.99,5
475,74,0.98,5
476,75,1.09,5
477,76,0.93,5
478,77,1.08,5
479,78,0.80,5
480,79,1.09,5
481,80,1.03,5
482,81,1.04,5
483,82,0.87,5
484,83,0.83,5
485,84,1.05,5
486,85,1.17,5
487,86,0.93,5
488,87,1.10,5
489,88,1.02,5
490,89,1.14,5
491,90,1.08,5
492,91,1.05,5
493,92,0.82,5
494,93,0.96,5
495,94,0.92,5
496,95,0.86,5
497,96,1.07,5
498,97,1.13,5
499,98,0.80,5
500,99,1.11,5
501,0,1.09,6
502,1,0.92,6
503,2,0.84,6
504,3,0.85,6
505,4,0.94,6
506,5,0.93,6
507,6,0.82,6
508,7,1.11,6
509,8,1.03,6
510,9,1.14,6
511,10,1.10,6
512,11,0.82,6
513,12,0.89,6
514,13,0.94,6
515,14,1.19,6
516,15,0.85,6
517,16,0.95,6
518,17,0.88,6
519,18,1.06,6
520,19,0.96,6
521,20,1.05,6
522,21,0.93,6
523,22,0.93,6
524,23,0.86,6
525,24,1.13,6
526,25,0.94,6
527,26,0.99,6
528,27,0.89,6
529,28,1.02,6
530,29,0.97,6
531,30,0.89,6
532,31,0.94,6
533,32,0.84,6
534,33,1.06,6
535,34,0.90,6
536,35,1.06,6
537,36,1.03,6
538,37,0.94,6
539,38,0.95,6
540,39,0.86,6
541,40,1.18,6
542,41,1.16,6
543,42,1.19,6
544,43,1.05,6
545,44,0.86,6
546,45,0.84,6
547,46,1.11,6
548,47,1.14,6
549,48,0.82,6
550,49,0.99,6
551,50,1.12,6
552,51,0.92,6
553,52,0.80,6
554,53,0.93,6
555,54,0.83,6
556,55,0.96,6
557,56,1.18,6
558,57,1.17,6
559,58,0.91,6
560,59,1.19,6
561,60,1.13,6
562,61,1.12,6
563,62,0.89,6
564,63,0.85,6
565,64,1.04,6
566,65,0.95,6
567,66,1.17,6
568,67,1.03,6
569,68,0.83,6
570,69,0.92,6
571,70,1.02,6
572,71,0.81,6
573,72,1.12,6
574,73,0.99,6
575,74,0.98,6
576,75,1.09,6
577,76,0.93,6
578,77,1.08,6
579,78,0.80,6
580,79,1.09,6
581,80,1.03,6
582,81,1.04,6
583,82,0.87,6
584,83,0.83,6
585,84,1.05,6
586,85,1.17,6
587,86,0.93,6
588,87,1.10,6
589,88,1.02,6
590,89,1.14,6
591,90,1.08,6
592,91,1.05,6
593,92,0.82,6
594,93,0.96,6
595,94,0.92,6
596,95,0.86,6
597,96,1.07,6
598,97,1.13,6
599,98,0.80,6
600,99,1.11,6
601,0,1.09,7
602,1,0.92,7
603,2,0.84,7
604,3,0.85,7
605,4,0.94,7
606,5,0.93,7
607,6,0.82,7
608,7,1.11,7
609,8,1.03,7
610,9,1.14,7
611,10,1.10,7
612,11,0.82,7
613,12,0.89,7
614,13,0.94,7
615,14,1.19,7
616,15,0.85,7
617,16,0.95,7
618,17,0.88,7
619,18,1.06,7
620,19,0.96,7
621,20,1.05,7
622,21,0.93,7
623,22,0.93,7
624,23,0.86,7
625,24,1.13,7
626,25,0.94,7
627,26,0.99,7
628,27,0.89,7
629,28,1.02,7
630,29,0.97,7
631,30,0.89,7
632,31,0.94,7
633,32,0.84,7
634,33,1.06,7
635,34,0.90,7
636,35,1.06,7
637,36,1.03,7
638,37,0.94,7
639,38,0.95,7
640,39,0.86,7
641,40,1.18,7
642,41,1.16,7
643,42,1.19,7
644,43,1.05,7
645,44,0.86,7
646,45,0.84,7
647,46,1.11,7
648,47,1.14,7
649,48,0.82,7
650,49,0.99,7
651,50,1.12,7
652,51,0.92,7
653,52,0.80,7
654,53,0.93,7
655,54,0.83,7
656,55,0.96,7
657,56,1.18,7
658,57,1.17,7
659,58,0.91,7
660,59,1.19,7
661,60,1.13,7
662,61,1.12,7
663,62,0.89,7
664,63,0.85,7
665,64,1.04,7
666,65,0.95,7
667,66,1.17,7
668,67,1.03,7
669,68,0.83,7
670,69,0.92,7
671,70,1.02,7
672,71,0.81,7
673,72,1.12,7
674,73,0.99,7
675,74,0.98,7
676,75,1.09,7
677,76,0.93,7
678,77,1.08,7
679,78,0.80,7
680,79,1.09,7
681,80,1.03,7
682,81,1.04,7
683,82,0.87,7
684,83,0.83,7
685,84,1.05,7
686,85,1.17,7
687,86,0.93,7
688,87,1.10,7
689,88,1.02,7
690,89,1.14,7
691,90,1.08,7
692,91,1.05,7
693,92,0.82,7
694,93,0.96,7
695,94,0.92,7
696,95,0.86,7
697,96,1.07,7
698,97,1.13,7
699,98,0.80,7
700,99,1.11,7
